WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,total_split_CYD
"LINESTRING (-81.9449283 26.4494322,-81.9447333 26.4493629)",2524,98268180,1769083208,882352979,Estero Boulevard,secondary,False,True,20.887,2,CR 865,,,25 mph,,,,,,126.80193159734738
"LINESTRING (-81.9553117 26.4536327,-81.9553412 26.4535293,-81.955357 26.45347,-81.9553652 26.4534086)",2738,98433634,98271969,166092634,San Carlos Boulevard,secondary,True,False,25.522,1,FL 865,,,25 mph,,,,,,5.2474416373795885
"LINESTRING (-81.9553652 26.4534086,-81.955354 26.453353,-81.955247 26.4530787)",2529,98271969,98433640,600753130,San Carlos Boulevard,secondary,True,False,38.589,1,FL 865,,,25 mph,,,,,,14.572104958301544
"LINESTRING (-81.95526 26.453307,-81.9552988 26.4533637,-81.9553652 26.4534086)",2772,98523816,98271969,166092633,,secondary_link,True,False,15.678,1,,,,,,,,,,29.916487638299696
"LINESTRING (-81.9553652 26.4534086,-81.9555099 26.4534638)",2528,98271969,1769042077,455892514,Estero Boulevard,tertiary,False,False,15.658,2,,,,25 mph,,,,,,207.63141820706073
"LINESTRING (-81.9560423 26.4536495,-81.9559611 26.4536165,-81.9558305 26.4535635,-81.9555099 26.4534638)",2530,98271979,1769042077,11028761,Estero Boulevard,tertiary,False,True,56.94,2,,,,25 mph,,,,,,525.37142861235
"LINESTRING (-81.9560423 26.4536495,-81.9561183 26.4536871,-81.9561925 26.4537238,-81.9565111 26.4539159,-81.956596 26.4539769,-81.956729 26.4540725,-81.9567906 26.4541095)",2533,98271979,2021400894,725731375,Estero Boulevard,tertiary,False,False,90.525,2,,,,25 mph,,,,,,528.3391333944155
"LINESTRING (-81.9560423 26.4536495,-81.9560797 26.4535778,-81.9562889 26.4531604,-81.9562485 26.4531486,-81.9555184 26.4529261,-81.9554757 26.4529244)",2532,98271979,4277693469,"[166094632, 11031088, 166092630]","['Old San Carlos Boulevard', 'Estero Boulevard']","['pedestrian', 'unclassified']",False,"[False, True]",144.935,,,permissive,,,,,,,,1222.1435462173768
"LINESTRING (-81.9560423 26.4536495,-81.956001 26.4537257,-81.9557787 26.4541357)",2531,98271979,4277774367,166092638,Old San Carlos Boulevard,unclassified,False,False,60.095,,,,,25 mph,,,,,,729.3022088866228
"LINESTRING (-81.966037 26.462476,-81.966097 26.4627534,-81.9661309 26.4627823)",2534,98272051,1773963620,11028781,Estero Boulevard,tertiary,True,False,36.078,,,,,,,,,,,0.0
"LINESTRING (-81.966037 26.462476,-81.966018 26.462408,-81.9660014 26.4623692)",2535,98272051,1975886853,166094633,Estero Boulevard,tertiary,False,True,12.414,2,,,,25 mph,,,,,,0.0
"LINESTRING (-81.966037 26.462476,-81.9661313 26.4624551,-81.966189 26.4624632,-81.9663012 26.4624045,-81.9663608 26.4623864,-81.9664868 26.4623603,-81.9666886 26.4623102,-81.9668684 26.4622402)",2536,98272051,7189946869,770229563,,service,False,False,87.922,,,,,,,,,,,0.0
"LINESTRING (-81.9247624 26.4390708,-81.9244769 26.4389052,-81.92446 26.4388954,-81.9244066 26.4388645,-81.924304 26.438805,-81.9241893 26.4387295,-81.924111 26.438678)",156,98272065,98272072,11028771,Estero Boulevard,secondary,False,False,78.222,2,CR 865,,,25 mph,,,,,,343.6186209310209
"LINESTRING (-81.9247624 26.4390708,-81.9248575 26.4389837,-81.9249494 26.4388994,-81.9250554 26.4388022)",157,98272065,98358279,11035665,Coconut Drive,residential,False,True,41.75,,,,,,,,,,,694.6621244702021
"LINESTRING (-81.9247624 26.4390708,-81.9246949 26.439123,-81.9245744 26.4392177,-81.924373 26.439375,-81.923938 26.439738,-81.923405 26.440175,-81.922818 26.440673,-81.922714 26.440757)",158,98272065,98358291,166092087,Coconut Drive,residential,False,False,277.066,,,,,,,,,,,1920.5265429711535
"LINESTRING (-81.9247624 26.4390708,-81.9248847 26.4391402)",155,98272065,5781895526,11041092,Estero Boulevard,secondary,False,False,14.416,2,CR 865,,,25 mph,,,,,,372.82353389998445
"LINESTRING (-81.924111 26.438678,-81.9240489 26.4387343,-81.924035 26.438747,-81.9239303 26.4388337)",161,98272072,5815189981,11033962,Sabal Drive,residential,False,False,24.975,,,,,,,,,,,1027.83757213403
"LINESTRING (-81.922039 26.437222,-81.9219759 26.4372771,-81.9214833 26.4377203,-81.9213417 26.4378469)",164,98272073,98525213,614483189,Strandview Avenue,residential,False,False,98.228,,,,,,,,,,,2046.6371342499513
"LINESTRING (-81.922039 26.437222,-81.9219922 26.4371945,-81.9215716 26.4369115)",163,98272073,5750060796,11028771,Estero Boulevard,secondary,False,False,57.956,2,CR 865,,,25 mph,,,,,,20.818898698429727
"LINESTRING (-81.922039 26.437222,-81.9222131 26.4373386)",162,98272073,5751752807,11028771,Estero Boulevard,secondary,False,True,21.647,2,CR 865,,,25 mph,,,,,,0.0
"LINESTRING (-81.9205098 26.4361169,-81.9204531 26.4361824,-81.9203513 26.4362999,-81.9203452 26.4363058)",167,98272079,98309788,11032129,Sanders Drive,service,False,False,26.645,,,,,,,,,,,104.54414573185554
"LINESTRING (-81.9205098 26.4361169,-81.9205945 26.4361775)",165,98272079,5750312026,11028771,Estero Boulevard,secondary,False,True,10.795,2,CR 865,,,25 mph,,,,,,24.88825146777722
"LINESTRING (-81.9205098 26.4361169,-81.9203634 26.4360081,-81.920176 26.4358704,-81.9201075 26.4358201,-81.9199491 26.4357037,-81.9197914 26.4355878)",166,98272079,5812474104,11028771,Estero Boulevard,secondary,False,False,92.616,2,CR 865,,,25 mph,,,,,,28.21567804160832
"LINESTRING (-81.919555 26.435414,-81.9194952 26.4353696)",168,98272090,5750312039,11028771,Estero Boulevard,secondary,False,False,7.735,2,CR 865,,,25 mph,,,,,,1.1016479872819185
"LINESTRING (-81.919555 26.435414,-81.9196492 26.4354833)",169,98272090,5750312186,11028771,Estero Boulevard,secondary,False,True,12.139,2,CR 865,,,25 mph,,,,,,0.1124130599267262
"LINESTRING (-81.919555 26.435414,-81.9194981 26.4354734,-81.919422 26.435553,-81.9193278 26.4356619)",170,98272090,5820587894,11042886,Bayland Road,residential,False,True,35.67,,,,,,,,,,,0.4046870157362148
"LINESTRING (-81.918787 26.434844,-81.9187307 26.4349024,-81.91865 26.434986)",173,98272096,98550561,11052594,Madera Road,residential,False,False,20.866,,,,,,,,,,,9.262836137962257
"LINESTRING (-81.918787 26.434844,-81.9186549 26.4347458)",171,98272096,5750312126,11028771,Estero Boulevard,secondary,False,False,17.095,2,CR 865,,,25 mph,,,,,,4.653900680966473
"LINESTRING (-81.918787 26.434844,-81.9188209 26.4348692)",172,98272096,5812474292,11028771,Estero Boulevard,secondary,False,True,4.387,2,CR 865,,,25 mph,,,,,,3.642183141625936
"LINESTRING (-81.916437 26.433102,-81.9163766 26.4330536)",174,98272103,5807601568,11028771,Estero Boulevard,secondary,False,False,8.07,2,CR 865,,,25 mph,,,,,,0.3822044037508696
"LINESTRING (-81.916437 26.433102,-81.9163584 26.4331284,-81.916317 26.433143,-81.9162898 26.4331456)",176,98272103,5808109809,11033563,Avenida Pescadora,residential,False,False,15.513,,,,,,,,,,,11.870819128262307
"LINESTRING (-81.916437 26.433102,-81.9165332 26.4331744)",175,98272103,5808109819,11028771,Estero Boulevard,secondary,False,True,12.512,2,CR 865,,,25 mph,,,,,,0.4496522397069054
"LINESTRING (-81.914518 26.431482,-81.9145931 26.431411,-81.9148806 26.4311393)",180,98272109,2019424577,11038625,Dakota Avenue,residential,False,True,52.494,,,,,,,,,,,312.8736490410612
"LINESTRING (-81.914518 26.431482,-81.9146636 26.4316067)",177,98272109,5754062420,11028771,Estero Boulevard,secondary,False,True,20.061,2,CR 865,,,25 mph,,,,,,275.6199609813441
"LINESTRING (-81.914518 26.431482,-81.9142493 26.4312529,-81.9139082 26.4309621)",178,98272109,5754063221,11028771,Estero Boulevard,secondary,False,False,83.838,2,CR 865,,,25 mph,,,,,,328.9037513866124
"LINESTRING (-81.9125578 26.429782,-81.9125656 26.4297892)",182,98272120,5784803019,11028771,Estero Boulevard,secondary,False,True,1.115,2,CR 865,,,25 mph,,,,,,71.78698006920747
"LINESTRING (-81.9125578 26.429782,-81.912513 26.4297256)",181,98272120,5784803030,11028771,Estero Boulevard,secondary,False,False,7.696,2,CR 865,,,25 mph,,,,,,25.56272982733758
"LINESTRING (-81.9125578 26.429782,-81.9124653 26.4297869,-81.912253 26.429798,-81.912168 26.429809,-81.9121303 26.4298374,-81.912103 26.429858,-81.912086 26.430025,-81.9120895 26.4302873)",183,98272120,5806958453,11038311,Lazy Way,residential,False,False,95.231,,,,,,,,,,,168.91186384589906
"LINESTRING (-81.91208 26.429181,-81.9121733 26.4291005,-81.9122574 26.429028,-81.9123154 26.4289858,-81.9123965 26.4289268,-81.912409 26.4289177,-81.9124291 26.4289031)",187,98272125,2213576180,11039928,Sterling Avenue,residential,False,True,46.551,,,,,,,,,,,77.59873526741923
"LINESTRING (-81.91208 26.429181,-81.9122937 26.4294497,-81.9124021 26.4295861)",185,98272125,5784803032,11028771,Estero Boulevard,secondary,False,True,55.297,2,CR 865,,,25 mph,,,,,,22.44888806736726
"LINESTRING (-81.91208 26.429181,-81.9119921 26.4290909)",184,98272125,5806958413,11028771,Estero Boulevard,secondary,False,False,13.303,2,CR 865,,,25 mph,,,,,,8.981803488145438
"LINESTRING (-81.91208 26.429181,-81.9120112 26.4292421,-81.911835 26.429399,-81.9117378 26.4294799)",186,98272125,5806958421,11039928,Sterling Avenue,residential,False,False,47.604,,,,,,,,,,,146.08077137478097
"LINESTRING (-81.909408 26.426618,-81.9097114 26.426369,-81.9097404 26.4263452,-81.9097977 26.4262994)",191,98272136,2213482532,11036937,Lanark Avenue,residential,False,True,52.545,,,,,,,,,,,205.125731101294
"LINESTRING (-81.909408 26.426618,-81.909212 26.4264273,-81.9091053 26.4263235)",189,98272136,5787532253,11028771,Estero Boulevard,secondary,False,False,44.507,2,CR 865,,,25 mph,,,,,,143.65826993335997
"LINESTRING (-81.909408 26.426618,-81.9096196 26.4268204)",188,98272136,5804664325,11028771,Estero Boulevard,secondary,False,True,30.83,2,CR 865,,,25 mph,,,,,,146.26625292366003
"LINESTRING (-81.907901 26.425489,-81.907987 26.425506,-81.908072 26.42553,-81.908164 26.425564,-81.9082384 26.4255969)",194,98272162,5787532321,719594952,Estero Boulevard,secondary,False,True,35.819,2,CR 865,,,25 mph,,,,,,41.03076687325514
"LINESTRING (-81.907901 26.425489,-81.907696 26.425464,-81.9075391 26.4254563)",193,98272162,5787669200,719594952,Estero Boulevard,secondary,False,False,36.249,2,CR 865,,,25 mph,,,,,,20.48165951864955
"LINESTRING (-81.906821 26.425303,-81.906731 26.425258,-81.906627 26.425194,-81.906474 26.425079,-81.9063765 26.4249975)",198,98272180,5755082380,719594952,Estero Boulevard,secondary,False,False,56.001,2,CR 865,,,25 mph,,,,,,115.92596804943659
"LINESTRING (-81.906821 26.425303,-81.9069045 26.4253346)",195,98272180,5787669232,719594952,Estero Boulevard,secondary,False,True,9.027,2,CR 865,,driveway,25 mph,,,,,,2.3943981764392723
"LINESTRING (-81.906821 26.425303,-81.9067804 26.4253718,-81.90674 26.425419,-81.9067031 26.4254368)",197,98272180,5804156703,11053682,Mound Road,residential,False,False,19.44,,,,,,,,,,,181.6201602706155
"LINESTRING (-81.90539 26.423895,-81.9052523 26.4237198)",199,98272207,98272215,719594952,Estero Boulevard,secondary,False,False,23.823,2,CR 865,,,25 mph,,,,,,61.53490900389002
"LINESTRING (-81.90539 26.423895,-81.905295 26.423949,-81.9052428 26.4239826,-81.9051523 26.4240411)",201,98272207,98428988,11040603,Driftwood Lane,residential,False,False,28.72,,,,,,,,,,,100.4523103505227
"LINESTRING (-81.90539 26.423895,-81.9054187 26.4239285)",200,98272207,5754569574,719594952,Estero Boulevard,secondary,False,True,4.695,2,CR 865,,,25 mph,,,,,,29.294843416904897
"LINESTRING (-81.9052523 26.4237198,-81.905143 26.423571)",202,98272215,98272222,719594952,Estero Boulevard,secondary,False,False,19.805,2,CR 865,,,25 mph,,,,,,42.896823668038785
"LINESTRING (-81.9052523 26.4237198,-81.9051146 26.4237991,-81.9050075 26.4238608,-81.9051083 26.4239863,-81.9051523 26.4240411)",204,98272215,98428988,125133578,,service,False,False,53.678,,,,parking_aisle,,,,,,,104.4766978958995
"LINESTRING (-81.904361 26.422395,-81.9045411 26.4226655,-81.9046151 26.4227767,-81.9047075 26.4229154,-81.9048436 26.4231214)",210,98272226,1335983175,719594952,Estero Boulevard,secondary,False,True,93.987,2,CR 865,,,25 mph,,,,,,7.149470611339797
"LINESTRING (-81.904361 26.422395,-81.9042251 26.4224689,-81.904142 26.4225292)",209,98272226,1390578781,11034354,Curlew Street,residential,False,False,26.483,,,,,,,,,,,8.52090994244586
"LINESTRING (-81.904361 26.422395,-81.9042837 26.4222778)",208,98272226,1390589104,719594952,Estero Boulevard,secondary,False,False,15.136,2,CR 865,,,25 mph,,,,,,6.6323705356768565
"LINESTRING (-81.903802 26.421548,-81.9038536 26.4216269)",212,98272231,5756963348,719594952,Estero Boulevard,secondary,False,True,10.167,2,CR 865,,,25 mph,,,,,,0.5845479116189772
"LINESTRING (-81.903802 26.421548,-81.903615 26.4212671)",211,98272231,5756963368,136256174,Estero Boulevard,secondary,False,False,36.364,2,CR 865,,,35 mph,,,,,,3.2824613498604114
"LINESTRING (-81.903802 26.421548,-81.9036836 26.4216141,-81.903675 26.421619,-81.903659 26.421631)",213,98272231,5756963382,11034079,Egret Street,residential,False,False,16.987,,,,,,,,,,,21.385460520460423
"LINESTRING (-81.902649 26.4198,-81.902606 26.419723)",214,98272235,98272236,136256174,Estero Boulevard,secondary,False,False,9.573,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.902649 26.4198,-81.9026949 26.4198704)",215,98272235,5758996108,136256174,Estero Boulevard,secondary,False,True,9.065,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.901985 26.4202499,-81.9024902 26.4198802,-81.902649 26.4198)",1842,5802470186,98272235,11029167,Albatross Street,residential,True,False,83.123,,,,,,,,,,,0.0
"LINESTRING (-81.902606 26.419723,-81.9025521 26.4196253)",216,98272236,5758996155,136256174,Estero Boulevard,secondary,False,False,12.117,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.902606 26.419723,-81.9024549 26.4198163,-81.9019319 26.4201934)",218,98272236,5802469980,11029170,Albatross Street,residential,True,False,85.14,,,,,,,,,,,0.0
"LINESTRING (-81.901581 26.417219,-81.9017535 26.4176787)",220,98272245,5802444795,136256174,Estero Boulevard,secondary,False,True,53.926,2,CR 865,,,35 mph,,,,,,46.480552018502834
"LINESTRING (-81.901091 26.4172055,-81.9012305 26.4172368,-81.9014481 26.4172257,-81.9014751 26.4172244,-81.901581 26.417219)",1805,5802444925,98272245,11030306,Island Pines Way,residential,True,False,49.282,,,,,,,,,,,40.02354585631167
"LINESTRING (-81.901581 26.417219,-81.9015628 26.4171689)",219,98272245,5802444936,136256174,Estero Boulevard,secondary,False,False,5.858,2,CR 865,,,35 mph,,,,,,1.2680193159734736
"LINESTRING (-81.899579 26.411833,-81.899549 26.411751)",221,98272259,98272261,136256174,Estero Boulevard,secondary,False,False,9.595,2,CR 865,,,35 mph,,,,,,2.0504142130634895
"LINESTRING (-81.8999605 26.4117618,-81.899923 26.411761,-81.899748 26.411785,-81.899579 26.411833)",1019,5766143315,98272259,11048518,,service,True,False,39.024,,,,,,,,,,,7.112374301563978
"LINESTRING (-81.899579 26.411833,-81.89981 26.412457,-81.8999346 26.4127935,-81.9000612 26.4131354)",222,98272259,5801434578,136256174,Estero Boulevard,secondary,False,True,152.575,2,CR 865,,,35 mph,,,,,,15.742324912138763
"LINESTRING (-81.899549 26.411751,-81.899621 26.41173,-81.8998 26.411687,-81.899936 26.411668,-81.8999532 26.4116682)",225,98272261,5766143316,608672119,,service,True,False,41.418,,,,,,,,,,,7.92512072483421
"LINESTRING (-81.899549 26.411751,-81.8994999 26.4116212)",223,98272261,5799216668,136256174,Estero Boulevard,secondary,False,False,15.239,2,CR 865,,,35 mph,,,,,,0.323749612588972
"LINESTRING (-81.896228 26.407141,-81.8962133 26.4071252,-81.896134 26.40704)",226,98272281,98272282,136256174,Estero Boulevard,secondary,False,False,14.621,2,CR 865,,,35 mph,,,,,,13.084880175470952
"LINESTRING (-81.896228 26.407141,-81.89639 26.40731,-81.8964487 26.4073783)",227,98272281,5768797112,136256174,Estero Boulevard,secondary,False,True,34.352,2,CR 865,,,35 mph,,,,,,10.859101588921769
"LINESTRING (-81.8958076 26.4074187,-81.8961221 26.4072047,-81.896129 26.4072,-81.8961584 26.4071825,-81.896228 26.407141)",1604,5798972596,98272281,11037499,Buccaneer Drive,residential,True,False,52.042,,,,,20 mph,,,,,,25.88310704812875
"LINESTRING (-81.896134 26.40704,-81.89603 26.406933,-81.8957736 26.4067037,-81.895736 26.40667,-81.895666 26.4066114,-81.8955765 26.4065365,-81.8955462 26.4065111,-81.8954102 26.4063973)",229,98272282,5798972465,136256174,Estero Boulevard,secondary,False,False,101.57,2,CR 865,,,35 mph,,,,,,100.4523103505227
"LINESTRING (-81.894552 26.405797,-81.8943946 26.4057054,-81.8943212 26.4056627)",231,98272296,5770662460,136256174,Estero Boulevard,secondary,False,False,27.411,2,CR 865,,,35 mph,,,,,,9.262836137962257
"LINESTRING (-81.894552 26.405797,-81.8945054 26.4058662,-81.8944486 26.4059506)",233,98272296,5797188528,612416988,,service,False,True,19.944,,,,driveway,,,,,,,510.26536161939646
"LINESTRING (-81.894552 26.405797,-81.894587 26.4058193,-81.8946735 26.4058744)",232,98272296,5797188542,136256174,Estero Boulevard,secondary,False,True,14.849,2,CR 865,,,35 mph,,,,,,7.306848895237216
"LINESTRING (-81.892473 26.40486,-81.8925328 26.4047144)",236,98272308,5770662598,609234404,,service,False,True,17.251,,,,driveway,,,,,,,25.78755594719103
"LINESTRING (-81.892473 26.40486,-81.8923424 26.4048212)",234,98272308,5797188340,136256174,Estero Boulevard,secondary,False,False,13.704,2,CR 865,,,35 mph,,,,,,1.1241305992672639
"LINESTRING (-81.892473 26.40486,-81.8925097 26.4048722)",235,98272308,5797188342,136256174,Estero Boulevard,secondary,False,True,3.899,2,CR 865,,,35 mph,,,,,,0.3597217917655244
"LINESTRING (-81.890671 26.404487,-81.8907182 26.4044919)",238,98272332,5770662687,136256174,Estero Boulevard,secondary,False,True,4.732,2,CR 865,,,35 mph,,,,,,5.5756877723656295
"LINESTRING (-81.890671 26.404487,-81.8905963 26.4044806)",237,98272332,5770662691,136256174,Estero Boulevard,secondary,False,False,7.474,2,CR 865,,,35 mph,,,,,,4.406591949127675
"LINESTRING (-81.890671 26.404487,-81.8906576 26.4045855,-81.8906567 26.4045925,-81.8906414 26.4047046)",239,98272332,5820587831,11041761,Redfish Road,residential,False,False,24.376,,,,,20 mph,,,,,,12.297988755983868
"LINESTRING (-81.889438 26.404434,-81.8894534 26.4044337)",241,98272355,5770662655,136256174,Estero Boulevard,secondary,False,True,1.534,2,CR 865,,,35 mph,,,,,,4.56397023302509
"LINESTRING (-81.889438 26.404434,-81.8891334 26.4044377)",240,98272355,5770662664,136256174,Estero Boulevard,secondary,False,False,30.339,2,CR 865,,,35 mph,,,,,,8.234256639632708
"LINESTRING (-81.889438 26.404434,-81.8894395 26.404528,-81.8894435 26.4047763)",242,98272355,5820587794,11029977,Tarpon Road,residential,False,False,38.066,,,,,20 mph,,,,,,19.96455944298661
"LINESTRING (-81.885915 26.40472,-81.8858745 26.4045282)",244,98272390,5095138217,524833407,,service,False,False,21.705,,,,,,,,,,,0.2866533028131522
"LINESTRING (-81.885915 26.40472,-81.8857981 26.4047431)",243,98272390,5797187895,136256174,Estero Boulevard,secondary,False,False,11.923,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.885915 26.40472,-81.8860445 26.4046894,-81.8862867 26.4046322)",245,98272390,5797187908,136256174,Estero Boulevard,secondary,False,True,38.285,2,CR 865,,,35 mph,,,,,,1.461369779047443
"LINESTRING (-81.867661 26.394242,-81.86791 26.394838,-81.868593 26.39655,-81.869691 26.399164,-81.869779 26.399335,-81.869939 26.399624,-81.8701241 26.399929,-81.870514 26.400487,-81.870634 26.400637,-81.870877 26.400919,-81.871126 26.401183,-81.871388 26.40144,-81.871565 26.401601,-81.871782 26.401786,-81.8719609 26.4019283)",246,98272501,1623448499,"[127663057, 127663042, 127663046]",Estero Boulevard,secondary,False,True,968.129,2,CR 865,,,35 mph,yes,,,,,0.0
"LINESTRING (-81.9547907 26.4527235,-81.9548923 26.4527757,-81.9549106 26.4527849)",2537,98272631,4277696826,428685325,Estero Boulevard,secondary,True,False,13.751,1,FL 865,,,25 mph,,,,,,7.183194529317816
"LINESTRING (-81.9550734 26.4528249,-81.9550345 26.4527961,-81.9549877 26.4527729,-81.9549352 26.4527553,-81.954871 26.4527412,-81.9547907 26.4527235)",3186,4277696828,98272631,428685323,Estero Boulevard,secondary,True,False,30.746,1,FL 865,,,25 mph,,,,,,7.183194529317816
"LINESTRING (-81.9547907 26.4527235,-81.9545284 26.4526402,-81.9542698 26.4525582)",2538,98272631,5718333006,"[629905656, 629905655]",Estero Boulevard,secondary,False,True,55.018,2,CR 865,,,25 mph,,,,,,154.81526613108758
"LINESTRING (-81.9537883 26.4524082,-81.9537877 26.4524865,-81.9537862 26.4532929,-81.9537854 26.4534247,-81.9537917 26.454194)",2541,98272641,98388856,883771555,Crescent Street,unclassified,False,False,198.576,,,,,,,,,,,268.82459150877355
"LINESTRING (-81.9537883 26.4524082,-81.9539867 26.45247,-81.9542548 26.4525534,-81.9542698 26.4525582)",2539,98272641,5718333006,882352979,Estero Boulevard,secondary,False,False,50.754,2,CR 865,,,25 mph,,,,,,163.92072398515242
"LINESTRING (-81.9537883 26.4524082,-81.9537042 26.4523811,-81.953424 26.4522906)",2540,98272641,5718334122,882352979,Estero Boulevard,secondary,False,True,38.553,2,CR 865,,,25 mph,,,,,,63.378483186688335
"LINESTRING (-81.9527128 26.452061,-81.952714 26.4521162,-81.9527167 26.4523621,-81.952762 26.455888)",2542,98272648,98345053,11034970,Primo Drive,residential,False,False,425.572,,,,,,,,,,,753.1899841210521
"LINESTRING (-81.9527128 26.452061,-81.9528183 26.4520951,-81.9528432 26.4521032)",2543,98272648,11905992715,882352979,Estero Boulevard,secondary,False,False,13.803,2,CR 865,,,25 mph,,,,,,178.12973475989065
"LINESTRING (-81.9521419 26.4518767,-81.9521641 26.4518186,-81.9521706 26.4518014,-81.9522868 26.451497,-81.952307 26.451444)",2546,98272651,98478408,11045285,Avenue A,unclassified,False,False,50.844,,,,,,,,,,,165.0898198083904
"LINESTRING (-81.9521419 26.4518767,-81.9517986 26.4517658)",2545,98272651,5711385178,882352979,Estero Boulevard,secondary,False,True,36.334,2,CR 865,,,25 mph,,,,,,10.027244945463995
"LINESTRING (-81.9506631 26.4513992,-81.9506812 26.4513488,-81.950711 26.4512661,-81.9507369 26.4511943,-81.9507554 26.4511429,-81.9508335 26.450926,-81.9509314 26.4506541)",2550,98272654,1412670505,11045437,Avenue C,unclassified,False,False,87.052,,,,,,,,,,,197.9593985309652
"LINESTRING (-81.9506631 26.4513992,-81.950733 26.4514218)",2548,98272654,5711385445,882352979,Estero Boulevard,secondary,False,False,7.399,2,CR 865,,,25 mph,,,,,,0.0
"LINESTRING (-81.9506631 26.4513992,-81.9504724 26.4513376)",2549,98272654,5711385724,882352979,Estero Boulevard,secondary,False,True,20.183,2,CR 865,,,25 mph,,,,,,0.1348956719120716
"LINESTRING (-81.9499006 26.451153,-81.9496338 26.4510669)",2551,98272657,98272664,882352979,Estero Boulevard,secondary,False,True,28.234,2,CR 865,,,25 mph,,,,,,106.34275469068317
"LINESTRING (-81.9499006 26.451153,-81.9499182 26.4511059,-81.949921 26.4510984,-81.9499751 26.4509537,-81.9500158 26.4508447,-81.9500751 26.450686)",2552,98272657,98513467,11041062,Alva Drive,unclassified,False,False,54.757,,,,,,,,,,,30.46393924014285
"LINESTRING (-81.9499006 26.451153,-81.9503498 26.451298,-81.9504724 26.4513376)",2553,98272657,5711385724,882352979,Estero Boulevard,secondary,False,False,60.513,2,CR 865,,,25 mph,,,,,,4.226731053244912
"LINESTRING (-81.9496338 26.4510669,-81.9494978 26.451023)",2555,98272664,5720786977,882352979,Estero Boulevard,secondary,False,True,14.393,2,CR 865,,,25 mph,,,,,,223.43219791036137
"LINESTRING (-81.9496338 26.4510669,-81.9496262 26.4511502,-81.9496236 26.4511827,-81.9496315 26.4514289)",2556,98272664,5721396194,11029574,Carolina Avenue,residential,False,False,40.304,,,,,,,,,,,106.43268513862456
"LINESTRING (-81.9491218 26.4509016,-81.9491393 26.4508548,-81.9491442 26.4508418,-81.9493016 26.450421,-81.9500751 26.450686)",2558,98272667,98513467,"[600753187, 11045515]","['I Street', 'Avenue E']",unclassified,False,"[False, True]",138.81,,,,,,,,,,,267.3407391177407
"LINESTRING (-81.9491218 26.4509016,-81.9488979 26.4508312)",2557,98272667,5720786974,882352979,Estero Boulevard,secondary,False,True,23.625,2,CR 865,,,25 mph,,,,,,455.2279274792712
"LINESTRING (-81.9491218 26.4509016,-81.9494847 26.4510188,-81.9494978 26.451023)",2559,98272667,5720786977,882352979,Estero Boulevard,secondary,False,False,39.792,2,CR 865,,,25 mph,,,,,,362.14991385994176
"LINESTRING (-81.9461605 26.4498697,-81.9460874 26.4498438)",2561,98272680,3547654566,882352979,Estero Boulevard,secondary,False,True,7.827,2,CR 865,,,25 mph,,,,,,290.0931424469101
"LINESTRING (-81.9461605 26.4498697,-81.9464732 26.4499807)",2560,98272680,5723054293,882352979,Estero Boulevard,secondary,False,False,33.489,2,CR 865,,,25 mph,,,,,,55.32970809593473
"LINESTRING (-81.9461605 26.4498697,-81.9461452 26.4499308,-81.9461344 26.4499751,-81.9461199 26.4501113,-81.9461111 26.450352,-81.9461184 26.452665,-81.9461133 26.4532555,-81.946093 26.4540291,-81.9460487 26.4540173,-81.94599 26.4540173,-81.9459296 26.4540372,-81.9458737 26.4540525,-81.9458272 26.454061)",2562,98272680,8411625776,"[905787052, 11039469]",Pearl Street,"['residential', 'service']",False,False,490.295,,,,,,,,,,,337.48648851201796
"LINESTRING (-81.9455134 26.4496399,-81.9455131 26.4495838,-81.9455075 26.4490348)",2564,98272687,1773568799,165829104,,service,False,True,67.287,,,,,,,,,,,392.788093342971
"LINESTRING (-81.9455134 26.4496399,-81.9456716 26.4496961,-81.9457688 26.4497306)",2565,98272687,1773568800,882352979,Estero Boulevard,secondary,False,False,27.353,2,CR 865,,,25 mph,,,,,,711.8388400270059
"LINESTRING (-81.9455134 26.4496399,-81.9455135 26.4497069,-81.9455128 26.4499217,-81.9455124 26.4500801,-81.9455041 26.4535694)",2563,98272687,8292117455,11036055,Delmar Avenue,residential,False,False,436.942,,,,,,,,,,,774.093192614427
"LINESTRING (-81.9441787 26.449166,-81.9440127 26.4491071)",2568,98272692,98272694,882352979,Estero Boulevard,secondary,False,True,17.777,2,CR 865,,,25 mph,,,,,,9.2853187499476
"LINESTRING (-81.9441787 26.449166,-81.9447333 26.4493629)",2567,98272692,1769083208,882352979,Estero Boulevard,secondary,False,False,59.396,2,CR 865,,,25 mph,,,,,,30.28407834426009
"LINESTRING (-81.9441787 26.449166,-81.9441785 26.4492351,-81.9441776 26.4494319)",2569,98272692,5723831225,11036628,Mango Street,residential,False,False,29.567,,,,,,,,,,,146.69904320437794
