WKT,fid,osmid,y,x,street_count,highway,ref
"POINT (-81.9086899 26.5105993)",10513,1826815422,26.5105993,-81.9086899,3,,
"POINT (-81.9085348 26.511065)",10514,1826815438,26.511065,-81.9085348,3,,
"POINT (-81.9061901 26.5105839)",10515,1826815446,26.5105839,-81.9061901,3,,
"POINT (-81.9106506 26.5128232)",10516,1826815448,26.5128232,-81.9106506,3,,
"POINT (-81.9086528 26.5110629)",10517,1826815465,26.5110629,-81.9086528,3,,
"POINT (-81.8953811 26.5215867)",10518,1826815504,26.5215867,-81.8953811,3,,
"POINT (-81.8914243 26.5288848)",10519,1826815521,26.5288848,-81.8914243,3,,
"POINT (-81.9079121 26.5127944)",10520,1826815535,26.5127944,-81.9079121,1,,
"POINT (-81.9098257 26.5116269)",10521,1826815546,26.5116269,-81.9098257,3,,
"POINT (-81.8988945 26.5226418)",10522,1826815548,26.5226418,-81.8988945,3,,
"POINT (-81.9081186 26.5122208)",10523,1826815552,26.5122208,-81.9081186,3,,
"POINT (-81.9081298 26.5127906)",10524,1826815558,26.5127906,-81.9081298,3,,
"POINT (-81.8918135 26.5290757)",10525,1826815561,26.5290757,-81.8918135,3,,
"POINT (-81.9062693 26.5105926)",10526,1826815567,26.5105926,-81.9062693,3,,
"POINT (-81.8920463 26.5290894)",10527,1826815572,26.5290894,-81.8920463,3,,
"POINT (-81.8970119 26.5225686)",10528,1826815598,26.5225686,-81.8970119,3,,
"POINT (-81.8914395 26.52901)",10529,1826815603,26.52901,-81.8914395,4,,
"POINT (-81.9080864 26.5108287)",10530,1826815622,26.5108287,-81.9080864,1,,
"POINT (-81.9129861 26.5120316)",10531,1826815629,26.5120316,-81.9129861,3,,
"POINT (-81.8913712 26.5289652)",10532,1826815642,26.5289652,-81.8913712,3,,
"POINT (-81.9106482 26.5127555)",10533,1826815688,26.5127555,-81.9106482,4,,
"POINT (-81.9063541 26.5098338)",10534,1826815722,26.5098338,-81.9063541,3,,
"POINT (-81.9112336 26.5127453)",10535,1826815733,26.5127453,-81.9112336,3,,
"POINT (-81.8913452 26.4890421)",10536,1826983220,26.4890421,-81.8913452,3,,
"POINT (-81.8959103 26.4823813)",10537,1826983248,26.4823813,-81.8959103,1,turning_loop,
"POINT (-81.8914534 26.4893856)",10538,1826983256,26.4893856,-81.8914534,3,,
"POINT (-81.8977225 26.5128999)",10539,1826983262,26.5128999,-81.8977225,3,,
"POINT (-81.896554 26.4809728)",10540,1826983433,26.4809728,-81.896554,3,,
"POINT (-81.8983466 26.4883565)",10541,1826983470,26.4883565,-81.8983466,3,,
"POINT (-81.9007123 26.5079714)",10542,1826983630,26.5079714,-81.9007123,3,,
"POINT (-81.9000956 26.5081294)",10543,1826983687,26.5081294,-81.9000956,4,,
"POINT (-81.898753 26.4927669)",10544,1826983735,26.4927669,-81.898753,3,,
"POINT (-81.9000281 26.5081702)",10545,1826983742,26.5081702,-81.9000281,4,,
"POINT (-81.9026634 26.5091608)",10546,1826983781,26.5091608,-81.9026634,3,,
"POINT (-81.8994864 26.4928436)",10547,1826983791,26.4928436,-81.8994864,3,,
"POINT (-81.8944598 26.4824075)",10548,1826983804,26.4824075,-81.8944598,1,turning_loop,
"POINT (-81.9017198 26.509177)",10549,1826983820,26.509177,-81.9017198,3,,
"POINT (-81.8986435 26.4883496)",10550,1826983846,26.4883496,-81.8986435,3,,
"POINT (-81.8984561 26.5118864)",10551,1826983856,26.5118864,-81.8984561,3,,
"POINT (-81.9024721 26.5069752)",10552,1826983885,26.5069752,-81.9024721,3,,
"POINT (-81.8994866 26.4928748)",10553,1826983929,26.4928748,-81.8994866,3,,
"POINT (-81.9001874 26.5084861)",10554,1826983944,26.5084861,-81.9001874,3,,
"POINT (-81.8979049 26.4882961)",10555,1826983956,26.4882961,-81.8979049,3,,
"POINT (-81.8990477 26.5076517)",10556,1826984019,26.5076517,-81.8990477,3,,
"POINT (-81.8982253 26.5076346)",10557,1826984020,26.5076346,-81.8982253,3,,
"POINT (-81.898813 26.5119929)",10558,1826984068,26.5119929,-81.898813,3,,
"POINT (-81.8984747 26.4809736)",10559,1826984094,26.4809736,-81.8984747,3,,
"POINT (-81.8973577 26.5021493)",10560,1826984098,26.5021493,-81.8973577,1,turning_circle,
"POINT (-81.8959407 26.483256)",10561,1826984139,26.483256,-81.8959407,4,,
"POINT (-81.8983386 26.4882249)",10562,1826984226,26.4882249,-81.8983386,3,,
"POINT (-81.8984515 26.5119738)",10563,1826984248,26.5119738,-81.8984515,3,,
"POINT (-81.8980168 26.5119408)",10564,1826984259,26.5119408,-81.8980168,4,,
"POINT (-81.8987538 26.4928677)",10565,1826984284,26.4928677,-81.8987538,3,,
"POINT (-81.9010296 26.507538)",10566,1826984348,26.507538,-81.9010296,3,,
"POINT (-81.890225 26.4884664)",10567,1826984350,26.4884664,-81.890225,3,,
"POINT (-81.8995966 26.5077763)",10568,1826984385,26.5077763,-81.8995966,4,,
"POINT (-81.8996124 26.5076668)",10569,1826984402,26.5076668,-81.8996124,4,,
"POINT (-81.894487 26.4832863)",10570,1826984425,26.4832863,-81.894487,4,,
"POINT (-81.8972792 26.4832335)",10571,1826984457,26.4832335,-81.8972792,4,,
"POINT (-81.8945377 26.4884184)",10572,1826984552,26.4884184,-81.8945377,3,,
"POINT (-81.8909974 26.4879176)",10573,1826984572,26.4879176,-81.8909974,3,,
"POINT (-81.8989382 26.5018767)",10574,1826984604,26.5018767,-81.8989382,3,,
"POINT (-81.8986407 26.4882225)",10575,1826984663,26.4882225,-81.8986407,3,,
"POINT (-81.899047 26.5076205)",10576,1826984669,26.5076205,-81.899047,3,,
"POINT (-81.8953483 26.5020569)",10577,1826984742,26.5020569,-81.8953483,3,,
"POINT (-81.8973326 26.5009147)",10578,1826984816,26.5009147,-81.8973326,3,,
"POINT (-81.9301154 26.4943562)",10579,1843518784,26.4943562,-81.9301154,4,,
"POINT (-81.8730247 26.5161713)",10580,1844685973,26.5161713,-81.8730247,3,,
"POINT (-81.8698402 26.5220412)",10582,1844685989,26.5220412,-81.8698402,5,traffic_signals,
"POINT (-81.8677245 26.5189344)",10583,1844685994,26.5189344,-81.8677245,4,,
"POINT (-81.8736362 26.5161689)",10585,1844686009,26.5161689,-81.8736362,1,,
"POINT (-81.8663674 26.5196442)",10586,1844686016,26.5196442,-81.8663674,3,,
"POINT (-81.8730367 26.5171265)",10587,1844686020,26.5171265,-81.8730367,3,,
"POINT (-81.864061 26.5188623)",10588,1844686029,26.5188623,-81.864061,3,,
"POINT (-81.8640633 26.5109961)",10590,1844686033,26.5109961,-81.8640633,3,,
"POINT (-81.8675504 26.519028)",10593,1844686054,26.519028,-81.8675504,4,,
"POINT (-81.866379 26.517299)",10595,1844686056,26.517299,-81.866379,4,,
"POINT (-81.8640587 26.5108307)",10596,1844686074,26.5108307,-81.8640587,3,,
"POINT (-81.8724614 26.5161737)",10597,1844686076,26.5161737,-81.8724614,1,,
"POINT (-81.8640558 26.5105785)",10598,1844686081,26.5105785,-81.8640558,3,,
"POINT (-81.8690877 26.5204993)",10599,1844686087,26.5204993,-81.8690877,3,,
"POINT (-81.8688721 26.5206191)",10600,1844686099,26.5206191,-81.8688721,3,,
"POINT (-81.8702754 26.5220753)",10602,1844686107,26.5220753,-81.8702754,3,,
"POINT (-81.8689772 26.5203353)",10603,1844686111,26.5203353,-81.8689772,1,,
"POINT (-81.8640607 26.5109078)",10604,1844686119,26.5109078,-81.8640607,3,,
"POINT (-81.8654985 26.5181641)",10605,1844686133,26.5181641,-81.8654985,4,,
"POINT (-81.8701467 26.5218665)",10607,1844686143,26.5218665,-81.8701467,3,,
"POINT (-81.9076576 26.5162409)",11787,1870543239,26.5162409,-81.9076576,3,,
"POINT (-81.9075656 26.5164504)",11788,1870543245,26.5164504,-81.9075656,3,,
"POINT (-81.9075874 26.5164947)",11789,1870543267,26.5164947,-81.9075874,3,,
"POINT (-81.9078619 26.5178259)",11790,1870543281,26.5178259,-81.9078619,3,,
"POINT (-81.9083053 26.517904)",11791,1870543286,26.517904,-81.9083053,3,,
"POINT (-81.9083198 26.5198233)",11792,1870543329,26.5198233,-81.9083198,3,,
"POINT (-81.9162817 26.4997079)",11824,1921020698,26.4997079,-81.9162817,4,,
"POINT (-81.9156661 26.4974432)",11825,1921020701,26.4974432,-81.9156661,3,,
"POINT (-81.9163658 26.4998659)",11826,1921020705,26.4998659,-81.9163658,4,,
"POINT (-81.9210956 26.436543)",11833,1925188171,26.436543,-81.9210956,3,,
"POINT (-81.9210328 26.4364946)",11834,1925188198,26.4364946,-81.9210328,3,,
"POINT (-81.8849446 26.4051462)",11835,1925244888,26.4051462,-81.8849446,3,,
"POINT (-81.8840902 26.4055735)",11836,1925244896,26.4055735,-81.8840902,3,,
"POINT (-81.8841586 26.4054271)",11837,1925244902,26.4054271,-81.8841586,3,,
"POINT (-81.8763636 26.391963)",11838,1926196238,26.391963,-81.8763636,3,,
"POINT (-81.8752157 26.3932247)",11839,1926196241,26.3932247,-81.8752157,3,,
"POINT (-81.8754487 26.3928788)",11840,1926196256,26.3928788,-81.8754487,3,,
"POINT (-81.8742353 26.3921026)",11841,1926196263,26.3921026,-81.8742353,3,,
"POINT (-81.8755598 26.3930493)",11842,1926196264,26.3930493,-81.8755598,3,,
"POINT (-81.8747164 26.3926918)",11843,1926196269,26.3926918,-81.8747164,3,,
"POINT (-81.8754193 26.3933937)",11844,1926196272,26.3933937,-81.8754193,3,,
"POINT (-81.8756845 26.3932704)",11845,1926196276,26.3932704,-81.8756845,3,,
"POINT (-81.8752294 26.3925592)",11846,1926196279,26.3925592,-81.8752294,3,,
"POINT (-81.8761032 26.3924339)",11847,1926196286,26.3924339,-81.8761032,3,,
"POINT (-81.8754861 26.3937263)",11848,1926196288,26.3937263,-81.8754861,3,,
"POINT (-81.8750572 26.3930724)",11849,1926196289,26.3930724,-81.8750572,3,,
"POINT (-81.8760767 26.3917351)",11850,1926196292,26.3917351,-81.8760767,3,,
"POINT (-81.8761456 26.3941962)",11851,1926196296,26.3941962,-81.8761456,3,,
"POINT (-81.8762775 26.3918308)",11852,1926196299,26.3918308,-81.8762775,3,,
"POINT (-81.8762015 26.3925967)",11853,1926196300,26.3925967,-81.8762015,3,,
"POINT (-81.8760943 26.3943252)",11854,1926196301,26.3943252,-81.8760943,3,,
"POINT (-81.8747624 26.3925376)",11855,1926196311,26.3925376,-81.8747624,3,,
"POINT (-81.875317 26.3926845)",11856,1926196314,26.3926845,-81.875317,3,,
"POINT (-81.8671784 26.3930487)",11857,1926196316,26.3930487,-81.8671784,3,,
"POINT (-81.8749473 26.3928834)",11858,1926196320,26.3928834,-81.8749473,3,,
"POINT (-81.8760679 26.3938395)",11859,1926196321,26.3938395,-81.8760679,3,,
"POINT (-81.8757648 26.3933876)",11860,1926196333,26.3933876,-81.8757648,3,,
"POINT (-81.8755136 26.3918911)",11861,1926196334,26.3918911,-81.8755136,3,,
"POINT (-81.8765088 26.3943756)",11862,1926196340,26.3943756,-81.8765088,3,,
"POINT (-81.8755316 26.3939456)",11863,1926196349,26.3939456,-81.8755316,3,,
"POINT (-81.8748287 26.3927726)",11864,1926196361,26.3927726,-81.8748287,3,,
"POINT (-81.8765182 26.3942362)",11865,1926196367,26.3942362,-81.8765182,3,,
"POINT (-81.8745603 26.3924706)",11866,1926196374,26.3924706,-81.8745603,3,,
"POINT (-81.8758784 26.3935346)",11867,1926196376,26.3935346,-81.8758784,3,,
"POINT (-81.8754494 26.3935563)",11868,1926196381,26.3935563,-81.8754494,3,,
"POINT (-81.8689067 26.3924789)",11869,1926196387,26.3924789,-81.8689067,3,,
"POINT (-81.8761058 26.394191)",11870,1926196398,26.394191,-81.8761058,3,,
"POINT (-81.8718552 26.3906443)",11871,1926196399,26.3906443,-81.8718552,3,,
"POINT (-81.8707984 26.3915285)",11872,1926196424,26.3915285,-81.8707984,3,,
"POINT (-81.8762699 26.3916357)",11873,1926242295,26.3916357,-81.8762699,3,,
"POINT (-81.8756539 26.3920081)",11874,1926242299,26.3920081,-81.8756539,3,,
"POINT (-81.8764972 26.3916245)",11875,1926242339,26.3916245,-81.8764972,3,,
"POINT (-81.8763961 26.3920187)",11876,1926242407,26.3920187,-81.8763961,3,,
"POINT (-81.8759888 26.3923062)",11877,1926242423,26.3923062,-81.8759888,3,,
"POINT (-81.8747019 26.3860106)",11878,1926242511,26.3860106,-81.8747019,3,,
"POINT (-81.8764623 26.3921759)",11879,1926242514,26.3921759,-81.8764623,3,,
"POINT (-81.8689686 26.3925874)",11880,1926242570,26.3925874,-81.8689686,4,,
"POINT (-81.868673 26.3945379)",11881,1926242574,26.3945379,-81.868673,3,,
"POINT (-81.867817 26.3929735)",11882,1926242585,26.3929735,-81.867817,4,,
"POINT (-81.8677609 26.3928649)",11883,1926242606,26.3928649,-81.8677609,3,,
"POINT (-81.8690406 26.3947057)",11884,1926242670,26.3947057,-81.8690406,1,,
"POINT (-81.8765173 26.3923163)",11885,1926242718,26.3923163,-81.8765173,3,,
"POINT (-81.8757826 26.3921212)",11886,1926242721,26.3921212,-81.8757826,3,,
"POINT (-81.8764543 26.3917426)",11887,1926242728,26.3917426,-81.8764543,3,,
"POINT (-81.8745488 26.3857862)",11888,1926242730,26.3857862,-81.8745488,2,,
"POINT (-81.8747184 26.385734)",11889,1926242763,26.385734,-81.8747184,2,,
"POINT (-81.8712931 26.3912063)",11890,1926268881,26.3912063,-81.8712931,4,,
"POINT (-81.8711899 26.3910777)",11891,1926268983,26.3910777,-81.8711899,3,,
"POINT (-81.8709143 26.3914547)",11892,1926269057,26.3914547,-81.8709143,3,,
"POINT (-81.8708266 26.3913433)",11893,1926269178,26.3913433,-81.8708266,3,,
"POINT (-81.8716456 26.4024945)",11894,1926499502,26.4024945,-81.8716456,1,,
"POINT (-81.8675508 26.3930677)",11895,1926591264,26.3930677,-81.8675508,3,,
"POINT (-81.8674927 26.392937)",11896,1926591301,26.392937,-81.8674927,3,,
"POINT (-81.8672081 26.394419)",11897,1926611060,26.394419,-81.8672081,3,,
"POINT (-81.8666875 26.3936916)",11898,1926611165,26.3936916,-81.8666875,3,,
"POINT (-81.8664734 26.3935164)",11899,1928188496,26.3935164,-81.8664734,1,,
"POINT (-81.8705518 26.3919226)",11900,1928244716,26.3919226,-81.8705518,1,,
"POINT (-81.8703486 26.3918322)",11901,1928244729,26.3918322,-81.8703486,3,,
"POINT (-81.913078 26.5046272)",11907,1928648249,26.5046272,-81.913078,4,,
"POINT (-81.9129728 26.5047295)",11908,1928648414,26.5047295,-81.9129728,4,,
"POINT (-81.9129885 26.5045497)",11909,1928648427,26.5045497,-81.9129885,3,,
"POINT (-81.9128792 26.5046585)",11910,1928648438,26.5046585,-81.9128792,3,,
"POINT (-81.9118759 26.5100335)",11911,1930104789,26.5100335,-81.9118759,3,,
"POINT (-81.9126913 26.510411)",11912,1930104817,26.510411,-81.9126913,3,,
"POINT (-81.9126222 26.5100006)",11913,1930104819,26.5100006,-81.9126222,3,,
"POINT (-81.9120529 26.5100347)",11914,1930104847,26.5100347,-81.9120529,1,,
"POINT (-81.9127425 26.5099265)",11915,1930104849,26.5099265,-81.9127425,3,,
"POINT (-81.9124157 26.5097198)",11916,1930104864,26.5097198,-81.9124157,3,,
"POINT (-81.9122487 26.5097204)",11917,1930104883,26.5097204,-81.9122487,3,,
"POINT (-81.9125391 26.5104134)",11918,1930104916,26.5104134,-81.9125391,3,,
"POINT (-81.912958 26.5104067)",11919,1930104942,26.5104067,-81.912958,3,,
"POINT (-81.9135872 26.5107043)",11920,1930106727,26.5107043,-81.9135872,1,,
"POINT (-81.9131364 26.5100754)",11921,1930106736,26.5100754,-81.9131364,3,,
"POINT (-81.912962 26.5106732)",11922,1930106752,26.5106732,-81.912962,3,,
"POINT (-81.915444 26.51096)",11923,1930113257,26.51096,-81.915444,4,,
"POINT (-81.9155453 26.5111643)",11924,1930113267,26.5111643,-81.9155453,3,,
"POINT (-81.9147995 26.5114046)",11925,1930113274,26.5114046,-81.9147995,4,,
"POINT (-81.9148067 26.5115684)",11926,1930113278,26.5115684,-81.9148067,3,,
"POINT (-81.9147749 26.5111512)",11927,1930113279,26.5111512,-81.9147749,4,,
"POINT (-81.9123184 26.5118244)",11928,1930113284,26.5118244,-81.9123184,4,,
"POINT (-81.9119619 26.5118305)",11929,1930113287,26.5118305,-81.9119619,3,,
"POINT (-81.9147487 26.5110255)",11930,1930113296,26.5110255,-81.9147487,4,,
"POINT (-81.9141713 26.5115731)",11931,1930113298,26.5115731,-81.9141713,3,,
"POINT (-81.9153795 26.5108401)",11932,1930113306,26.5108401,-81.9153795,3,,
"POINT (-81.9129822 26.5118131)",11933,1930113318,26.5118131,-81.9129822,3,,
"POINT (-81.9148369 26.5117129)",11934,1930113319,26.5117129,-81.9148369,3,,
"POINT (-81.9154117 26.5112197)",11935,1930113321,26.5112197,-81.9154117,3,,
"POINT (-81.9149605 26.5116668)",11936,1930113346,26.5116668,-81.9149605,1,,
"POINT (-81.9066358 26.5096097)",11937,1930127972,26.5096097,-81.9066358,3,,
"POINT (-81.9076683 26.510052)",11938,1930128042,26.510052,-81.9076683,3,,
"POINT (-81.9076628 26.5097798)",11939,1930128124,26.5097798,-81.9076628,3,,
"POINT (-81.9064103 26.5098448)",11940,1930128156,26.5098448,-81.9064103,3,,
"POINT (-81.9068313 26.5090765)",11941,1930128158,26.5090765,-81.9068313,1,,
"POINT (-81.9074727 26.5097256)",11942,1930128172,26.5097256,-81.9074727,3,,
"POINT (-81.9111576 26.5093604)",11943,1930139036,26.5093604,-81.9111576,3,,
"POINT (-81.910235 26.5120359)",11944,1930139039,26.5120359,-81.910235,1,,
"POINT (-81.910693 26.5092455)",11945,1930139048,26.5092455,-81.910693,3,,
"POINT (-81.910146 26.5108972)",11946,1930139051,26.5108972,-81.910146,3,,
"POINT (-81.9108895 26.5120311)",11947,1930139053,26.5120311,-81.9108895,1,,
"POINT (-81.9104524 26.504935)",11948,1930139056,26.504935,-81.9104524,3,,
"POINT (-81.9102967 26.5095709)",11949,1930139066,26.5095709,-81.9102967,3,,
"POINT (-81.910514 26.508462)",11950,1930139075,26.508462,-81.910514,3,,
"POINT (-81.9107448 26.504705)",11951,1930139082,26.504705,-81.9107448,3,,
"POINT (-81.9104167 26.5049627)",11952,1930139126,26.5049627,-81.9104167,4,,
"POINT (-81.9106963 26.5095685)",11953,1930139129,26.5095685,-81.9106963,3,,
"POINT (-81.9103102 26.5103844)",11954,1930139145,26.5103844,-81.9103102,1,,
"POINT (-81.9103605 26.5120325)",11955,1930139146,26.5120325,-81.9103605,3,,
"POINT (-81.911161 26.509414)",11956,1930139150,26.509414,-81.911161,3,,
"POINT (-81.9101464 26.5111482)",11957,1930139154,26.5111482,-81.9101464,4,,
"POINT (-81.9102846 26.5050481)",11958,1930139171,26.5050481,-81.9102846,3,,
"POINT (-81.9106948 26.5094172)",11959,1930139194,26.5094172,-81.9106948,3,,
"POINT (-81.9087377 26.5050405)",11960,1930139203,26.5050405,-81.9087377,3,,
"POINT (-81.9105113 26.5094317)",11961,1930139208,26.5094317,-81.9105113,1,,
"POINT (-81.9108626 26.5113902)",11962,1930139210,26.5113902,-81.9108626,1,,
"POINT (-81.9100505 26.5111777)",11963,1930139224,26.5111777,-81.9100505,3,,
"POINT (-81.910694 26.5093653)",11964,1930139313,26.5093653,-81.910694,3,,
"POINT (-81.9103503 26.5115222)",11965,1930139315,26.5115222,-81.9103503,3,,
"POINT (-81.911199 26.5112381)",11966,1930139322,26.5112381,-81.911199,4,traffic_signals,
"POINT (-81.9101502 26.5112076)",11967,1930139334,26.5112076,-81.9101502,4,,
"POINT (-81.8656702 26.4853143)",12154,1938153355,26.4853143,-81.8656702,1,,
"POINT (-81.9089798 26.5104841)",12206,1942379552,26.5104841,-81.9089798,3,,
"POINT (-81.9087445 26.510629)",12207,1942379561,26.510629,-81.9087445,3,,
"POINT (-81.9100459 26.510899)",12208,1942379573,26.510899,-81.9100459,3,,
"POINT (-81.8713895 26.5321886)",12692,1972365575,26.5321886,-81.8713895,3,,
"POINT (-81.8679843 26.5279032)",12809,1997091297,26.5279032,-81.8679843,4,traffic_signals,
"POINT (-81.8679829 26.5280809)",12810,1997091304,26.5280809,-81.8679829,4,traffic_signals,
"POINT (-81.8681251 26.528478)",12811,1997091316,26.528478,-81.8681251,4,,
"POINT (-81.8754837 26.5245977)",12812,2003969981,26.5245977,-81.8754837,5,,
"POINT (-81.8753216 26.5256604)",12813,2003969994,26.5256604,-81.8753216,3,,
"POINT (-81.8753191 26.5258669)",12814,2003969998,26.5258669,-81.8753191,3,,
"POINT (-81.8757959 26.5260733)",12815,2003970003,26.5260733,-81.8757959,4,,
"POINT (-81.8759952 26.5261671)",12816,2003970010,26.5261671,-81.8759952,3,,
"POINT (-81.9227553 26.4377225)",12876,2019424575,26.4377225,-81.9227553,3,,
"POINT (-81.9148806 26.4311393)",12877,2019424577,26.4311393,-81.9148806,1,,
"POINT (-81.8657411 26.516386)",13003,2071118308,26.516386,-81.8657411,3,,
"POINT (-81.8673265 26.5183553)",13004,2071118317,26.5183553,-81.8673265,3,,
"POINT (-81.8703137 26.5231667)",13005,2071118325,26.5231667,-81.8703137,3,,
"POINT (-81.8706365 26.5238366)",13006,2071118330,26.5238366,-81.8706365,3,,
"POINT (-81.8709979 26.5242822)",13007,2071118337,26.5242822,-81.8709979,4,,
"POINT (-81.8708966 26.5246581)",13008,2071118340,26.5246581,-81.8708966,4,,
"POINT (-81.8712267 26.525213)",13009,2071118347,26.525213,-81.8712267,3,,
"POINT (-81.8712748 26.52553)",13010,2071118350,26.52553,-81.8712748,3,,
"POINT (-81.8711318 26.5263464)",13011,2071118354,26.5263464,-81.8711318,3,,
"POINT (-81.8713477 26.5275365)",13012,2071118358,26.5275365,-81.8713477,3,traffic_signals,
"POINT (-81.871959 26.5278445)",13013,2071118366,26.5278445,-81.871959,3,,
"POINT (-81.8735613 26.5332542)",13040,2079875361,26.5332542,-81.8735613,3,,
"POINT (-81.8713928 26.5325391)",13042,2079875370,26.5325391,-81.8713928,3,,
"POINT (-81.8711655 26.5299754)",13045,2079883705,26.5299754,-81.8711655,3,,
"POINT (-81.8711524 26.52877)",13046,2079883707,26.52877,-81.8711524,3,,
"POINT (-81.8694144 26.5284372)",13047,2079883722,26.5284372,-81.8694144,3,,
"POINT (-81.8694571 26.5301319)",13048,2079883727,26.5301319,-81.8694571,3,,
"POINT (-81.8683523 26.5301369)",13049,2079883733,26.5301369,-81.8683523,3,,
"POINT (-81.8692626 26.5280704)",13050,2079883746,26.5280704,-81.8692626,3,,
"POINT (-81.8706858 26.5287732)",13051,2079883747,26.5287732,-81.8706858,3,,
"POINT (-81.8692691 26.5283723)",13052,2079883750,26.5283723,-81.8692691,3,,
"POINT (-81.8694681 26.5305202)",13053,2079883762,26.5305202,-81.8694681,1,,
"POINT (-81.8671805 26.5307735)",13054,2079883767,26.5307735,-81.8671805,3,,
"POINT (-81.8694531 26.5299882)",13055,2079883775,26.5299882,-81.8694531,3,,
"POINT (-81.8707407 26.5299898)",13056,2079883782,26.5299898,-81.8707407,4,,
"POINT (-81.8671881 26.5316483)",13057,2079883784,26.5316483,-81.8671881,3,,
"POINT (-81.8911597 26.5204703)",13107,2133256617,26.5204703,-81.8911597,3,,
"POINT (-81.8913681 26.5208581)",13108,2133256622,26.5208581,-81.8913681,3,crossing,
"POINT (-81.890726 26.5206044)",13109,2133256632,26.5206044,-81.890726,3,,
"POINT (-81.8917535 26.5203406)",13110,2133256636,26.5203406,-81.8917535,3,,
"POINT (-81.8918235 26.5202815)",13111,2133256655,26.5202815,-81.8918235,3,,
"POINT (-81.890273 26.5212638)",13112,2133256661,26.5212638,-81.890273,3,,
"POINT (-81.891143 26.5206023)",13113,2133256673,26.5206023,-81.891143,4,traffic_signals,
"POINT (-81.8920206 26.5205995)",13114,2133256678,26.5205995,-81.8920206,4,,
"POINT (-81.8909197 26.520678)",13115,2133256695,26.520678,-81.8909197,4,,
"POINT (-81.8915184 26.5201659)",13116,2133256699,26.5201659,-81.8915184,3,,
"POINT (-81.8894479 26.5208714)",13117,2133256702,26.5208714,-81.8894479,3,,
"POINT (-81.8915615 26.5234673)",13118,2133326879,26.5234673,-81.8915615,4,,
"POINT (-81.8891577 26.5240527)",13119,2133326880,26.5240527,-81.8891577,3,,
"POINT (-81.8891529 26.5235584)",13120,2133326882,26.5235584,-81.8891529,1,,
"POINT (-81.891387 26.5234669)",13121,2133326883,26.5234669,-81.891387,3,,
"POINT (-81.8700612 26.5134276)",13122,2133330711,26.5134276,-81.8700612,3,,
"POINT (-81.9097977 26.4262994)",13165,2213482532,26.4262994,-81.9097977,1,,
"POINT (-81.9124291 26.4289031)",13166,2213576180,26.4289031,-81.9124291,1,,
"POINT (-81.8922196 26.5234669)",13196,2883622392,26.5234669,-81.8922196,3,,
"POINT (-81.8882836 26.5213803)",13282,2912378489,26.5213803,-81.8882836,4,,
"POINT (-81.8876956 26.5213853)",13283,2912378490,26.5213853,-81.8876956,3,,
"POINT (-81.887704 26.5215966)",13284,2912378494,26.5215966,-81.887704,3,,
"POINT (-81.8877102 26.5217538)",13285,2912378495,26.5217538,-81.8877102,3,,
"POINT (-81.8968435 26.5206904)",13286,2912378853,26.5206904,-81.8968435,3,,
"POINT (-81.8969475 26.5210491)",13287,2912378854,26.5210491,-81.8969475,4,,
"POINT (-81.8977268 26.5216379)",13288,2912378856,26.5216379,-81.8977268,3,,
"POINT (-81.8965281 26.5216221)",13289,2912378858,26.5216221,-81.8965281,3,,
"POINT (-81.8969445 26.5216447)",13290,2912378859,26.5216447,-81.8969445,3,,
"POINT (-81.896741 26.5210491)",13291,2912378860,26.5210491,-81.896741,4,,
"POINT (-81.8967381 26.5216472)",13292,2912378861,26.5216472,-81.8967381,3,,
"POINT (-81.8971447 26.5216423)",13293,2912378862,26.5216423,-81.8971447,3,,
"POINT (-81.8971477 26.5210491)",13294,2912378863,26.5210491,-81.8971477,3,,
"POINT (-81.8973449 26.5216399)",13295,2912378864,26.5216399,-81.8973449,3,,
"POINT (-81.897348 26.5210491)",13296,2912378865,26.5210491,-81.897348,3,,
"POINT (-81.8975175 26.5210491)",13297,2912378866,26.5210491,-81.8975175,3,,
"POINT (-81.8975174 26.5216378)",13298,2912378867,26.5216378,-81.8975174,3,,
"POINT (-81.896414 26.516415)",13299,2918603688,26.516415,-81.896414,3,,
"POINT (-81.8982132 26.5165309)",13300,2918603692,26.5165309,-81.8982132,3,,
"POINT (-81.8982267 26.5163181)",13301,2918603693,26.5163181,-81.8982267,3,,
"POINT (-81.8977761 26.5158572)",13302,2918603694,26.5158572,-81.8977761,3,,
"POINT (-81.8981274 26.5155524)",13303,2918603695,26.5155524,-81.8981274,3,,
"POINT (-81.898511 26.5156556)",13304,2918603698,26.5156556,-81.898511,3,,
"POINT (-81.8983505 26.5157795)",13305,2918603699,26.5157795,-81.8983505,3,,
"POINT (-81.8932334 26.5196697)",13306,2919871623,26.5196697,-81.8932334,3,,
"POINT (-81.8934298 26.5202219)",13307,2919871626,26.5202219,-81.8934298,3,,
"POINT (-81.9094082 26.5056922)",13359,2935181381,26.5056922,-81.9094082,4,,
"POINT (-81.9009585 26.5131868)",13360,2935181382,26.5131868,-81.9009585,4,,
"POINT (-81.8667208 26.3935475)",13372,3009960890,26.3935475,-81.8667208,3,,
"POINT (-81.8665426 26.3934504)",13373,3009960891,26.3934504,-81.8665426,1,,
"POINT (-81.8909978 26.5208651)",13398,3069755057,26.5208651,-81.8909978,4,traffic_signals,
"POINT (-81.9074908 26.5236435)",13626,3529525923,26.5236435,-81.9074908,3,,
"POINT (-81.9087184 26.5303248)",13627,3529525926,26.5303248,-81.9087184,3,,
